,date,minute,label,high,low,open,close,average,volume,notional,numberOfTrades,symbol
23,2021-12-21,09:53,09:53 AM,151.86,151.855,151.86,151.855,151.855,22,3340.82,2,A
24,2021-12-21,09:54,09:54 AM,151.945,151.89,151.89,151.945,151.945,142,21576.135,5,A
25,2021-12-21,09:55,09:55 AM,152.005,151.9,151.925,151.92,151.925,163,24763.75,9,A
26,2021-12-21,09:56,09:56 AM,151.92,151.8,151.8,151.92,151.909,11,1671.0,2,A
27,2021-12-21,09:57,09:57 AM,152.125,152.03,152.05,152.11,152.087,116,17642.09,6,A
28,2021-12-21,09:58,09:58 AM,151.9,151.9,151.9,151.9,151.9,25,3797.5,1,A
29,2021-12-21,09:59,09:59 AM,151.975,151.89,151.91,151.975,151.906,167,25368.395,4,A
30,2021-12-21,10:00,10 AM,152.06,151.9,151.98,151.99,151.939,333,50595.6,14,A
31,2021-12-21,10:01,10:01 AM,152.16,152.03,152.05,152.03,152.094,95,14448.96,6,A
32,2021-12-21,10:02,10:02 AM,152.035,151.975,152.035,152.02,151.994,179,27207.02,6,A
33,2021-12-21,10:03,10:03 AM,151.905,151.79,151.905,151.79,151.8,146,22162.75,6,A
34,2021-12-21,10:04,10:04 AM,151.92,151.75,151.75,151.92,151.87,98,14883.25,6,A
35,2021-12-21,10:05,10:05 AM,151.96,151.96,151.96,151.96,151.96,20,3039.2,1,A
36,2021-12-21,10:06,10:06 AM,152.315,152.145,152.2,152.315,152.284,325,49492.2,15,A
37,2021-12-21,10:07,10:07 AM,152.315,152.245,152.245,152.315,152.261,50,7613.05,6,A
38,2021-12-21,10:08,10:08 AM,152.22,152.17,152.22,152.17,152.213,132,20092.1,4,A
39,2021-12-21,10:09,10:09 AM,152.295,152.18,152.18,152.295,152.256,21,3197.38,3,A
40,2021-12-21,10:10,10:10 AM,152.55,152.335,152.335,152.55,152.399,57,8686.75,3,A
41,2021-12-21,10:11,10:11 AM,152.415,152.29,152.415,152.34,152.325,143,21782.42,5,A
42,2021-12-21,10:12,10:12 AM,,,,,,0,0.0,0,A
43,2021-12-21,10:13,10:13 AM,152.37,152.32,152.365,152.37,152.361,85,12950.7,6,A
44,2021-12-21,10:14,10:14 AM,,,,,,0,0.0,0,A
45,2021-12-21,10:15,10:15 AM,152.55,152.55,152.55,152.55,152.55,30,4576.5,2,A
46,2021-12-21,10:16,10:16 AM,152.6,152.46,152.495,152.6,152.58,176,26854.08,6,A
47,2021-12-21,10:17,10:17 AM,152.69,152.605,152.66,152.605,152.642,116,17706.51,5,A
48,2021-12-21,10:18,10:18 AM,152.62,152.62,152.62,152.62,152.62,2,305.24,1,A
49,2021-12-21,10:19,10:19 AM,,,,,,0,0.0,0,A
50,2021-12-21,10:20,10:20 AM,152.78,152.68,152.78,152.7,152.764,47,7179.92,6,A
51,2021-12-21,10:21,10:21 AM,,,,,,0,0.0,0,A
52,2021-12-21,10:22,10:22 AM,152.68,152.58,152.68,152.58,152.589,11,1678.48,2,A
53,2021-12-21,10:23,10:23 AM,152.595,152.44,152.595,152.44,152.581,110,16783.9,2,A
54,2021-12-21,10:24,10:24 AM,152.395,152.395,152.395,152.395,152.395,10,1523.95,1,A
55,2021-12-21,10:25,10:25 AM,152.29,152.14,152.22,152.29,152.146,105,15975.31,3,A
56,2021-12-21,10:26,10:26 AM,152.16,151.72,152.16,151.94,151.946,72,10940.15,6,A
57,2021-12-21,10:27,10:27 AM,152.14,152.015,152.055,152.015,152.067,99,15054.69,4,A
58,2021-12-21,10:28,10:28 AM,152.14,152.13,152.14,152.13,152.131,110,16734.4,2,A
59,2021-12-21,10:29,10:29 AM,,,,,,0,0.0,0,A
60,2021-12-21,10:30,10:30 AM,152.13,152.125,152.13,152.125,152.13,110,16734.25,5,A
61,2021-12-21,10:31,10:31 AM,152.19,151.98,151.99,152.19,152.024,318,48343.75,6,A
62,2021-12-21,10:32,10:32 AM,152.16,152.04,152.04,152.16,152.13,133,20233.32,3,A
63,2021-12-21,10:33,10:33 AM,151.97,151.84,151.97,151.92,151.924,236,35854.02,5,A
64,2021-12-21,10:34,10:34 AM,151.7,151.7,151.7,151.7,151.7,1,151.7,1,A
65,2021-12-21,10:35,10:35 AM,151.79,151.79,151.79,151.79,151.79,5,758.95,1,A
66,2021-12-21,10:36,10:36 AM,,,,,,0,0.0,0,A
67,2021-12-21,10:37,10:37 AM,151.66,151.41,151.66,151.41,151.535,201,30458.57,3,A
68,2021-12-21,10:38,10:38 AM,151.51,151.51,151.51,151.51,151.51,1,151.51,1,A
69,2021-12-21,10:39,10:39 AM,151.72,151.72,151.72,151.72,151.72,5,758.6,2,A
70,2021-12-21,10:40,10:40 AM,151.8,151.8,151.8,151.8,151.8,30,4554.0,1,A
71,2021-12-21,10:41,10:41 AM,151.825,151.76,151.825,151.76,151.816,1400,212542.0,4,A
72,2021-12-21,10:42,10:42 AM,151.85,151.85,151.85,151.85,151.85,5,759.25,1,A
